title,imageUrl,rating,releaseDate,genre
"Avengers, The (2012)","https://www.imsdb.com/posters/Avengers,-The-(2012).jpg",N/A,May 2012,"Action, Adventure, Sci-Fi"
Avengers: Endgame,https://imsdb.com/posters/Avengers-Endgame.jpg,N/A,April 2019,"Action, Adventure, Drama"
"Avventura, L' (The Adventure)",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, Mystery, Thriller"
Awakenings,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Drama
Babel,https://www.imsdb.com/posters/Babel.jpg,N/A,November 2006,"Drama, Thriller"
Bachelor Party,https://www.imsdb.com/posters/Bachelor-Party.jpg,N/A,June 2004,Comedy
"Bachelor Party, The","https://www.imsdb.com/posters/Bachelor-Party,-The.jpg",N/A,April 1957,Drama
Back to the Future,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Comedy, Family, Sci-Fi"
Back to the Future II,http://www.imsdb.com,N/A,:,
"Back-up Plan, The","https://www.imsdb.com/posters/Back-up-Plan,-The.jpg",N/A,April 2010,"Comedy, Romance"
Backdraft,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Drama, Mystery, Thriller"
Bad Boys,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Comedy"
Bad Country,https://www.imsdb.com/posters/Bad-Country.jpg,N/A,April 2014,"Action, Crime, Drama"
Bad Day at Black Rock,https://www.imsdb.com/posters/Bad-Day-at-Black-Rock.jpg,N/A,January 1955,"Drama, Thriller, Western"
Bad Dreams,https://www.imsdb.com/posters/Bad-Dreams.jpg,N/A,April 1988,"Horror, Thriller"
Bad Lieutenant,http://www.imsdb.com/images/no-poster.gif,N/A,November 1992,"Crime, Drama"
Bad Santa,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Crime"
Bad Teacher,https://www.imsdb.com/posters/Bad-Teacher.jpg,N/A,June 2011,Comedy
Badlands,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Crime, Thriller, Drama"
Bamboozled,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Drama"
Barry Lyndon,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, Romance, War"
Barton Fink,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Drama, Thriller"
Basic,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, Mystery, Thriller"
Basic Instinct,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Crime, Mystery, Thriller"
Basquiat,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Drama
Batman,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Crime, Fantasy, Thriller"
Batman 2,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Crime, Fantasy, Thriller"
Batman and Robin,http://www.imsdb.com/images/no-poster.gif,1,N/A,"Action, Adventure, Fantasy, Thriller"
Batman Begins,https://www.imsdb.com/posters/Batman-Begins.jpg,N/A,June 2005,"Action, Adventure, Crime, Fantasy, Thriller"
Batman Forever,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Adventure, Fantasy"
Batman Returns,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Thriller"
"Battle of Algiers, The",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, War"
"Battle of Shaker Heights, The","https://www.imsdb.com/posters/Battle-of-Shaker-Heights,-The.jpg",N/A,August 2003,"Drama, Romance, Comedy"
Battle: Los Angeles,https://www.imsdb.com/posters/Battle-Los-Angeles.jpg,N/A,March 2011,"Action, Sci-Fi"
"Beach, The",http://www.imsdb.com/images/no-poster.gif,8,N/A,"Drama, Adventure, Thriller"
Bean,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Comedy
Beasts of No Nation,https://www.imsdb.com/posters/Beasts-of-No-Nation.jpg,N/A,October 2015,"Drama, War"
Beasts of the Southern Wild,https://www.imsdb.com/posters/Beasts-of-the-Southern-Wild.jpg,N/A,June 2012,"Drama, Fantasy"
Beauty and the Beast,https://www.imsdb.com/posters/Beauty-and-the-Beast.jpg,N/A,March 2017,"Family, Fantasy, Musical"
Beavis and Butt-head Do America,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Animation, Comedy"
Beginners,https://www.imsdb.com/posters/Beginners.jpg,N/A,June 2011,"Comedy, Drama, Romance"
Being Human,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Drama, Fantasy"
Being John Malkovich,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Fantasy"
Being There,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Drama"
"Believer, The","https://www.imsdb.com/posters/Believer,-The.jpg",N/A,May 2002,Drama
Belle,https://www.imsdb.com/posters/Belle.jpg,N/A,June 2014,"Drama, Romance"
Beloved,https://www.imsdb.com/posters/Beloved.jpg,N/A,October 1998,Drama
Benny,http://www.imsdb.com,N/A,:,
"Best Exotic Marigold Hotel, The","https://www.imsdb.com/posters/Best-Exotic-Marigold-Hotel,-The.jpg",7,May 2012,"Comedy, Drama"
Big,http://www.imsdb.com/images/no-poster.gif,8,N/A,"Comedy, Family, Fantasy"
"Big Blue, The",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, Romance"
Big Eyes,https://www.imsdb.com/posters/Big-Eyes.jpg,N/A,December 2014,"Crime, Drama"
Big Fish,http://www.imsdb.com/images/no-poster.gif,N/A,January 2004,"Drama, Fantasy, Comedy, Adventure"
"Big Lebowski, The",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Mystery, Thriller"
"Big Sick, The","https://www.imsdb.com/posters/Big-Sick,-The.jpg",N/A,July 2017,"Comedy, Drama, Romance"
"Big White, The","https://www.imsdb.com/posters/Big-White,-The.jpg",N/A,December 2005,"Comedy, Crime, Drama"
Birdman,https://www.imsdb.com/posters/Birdman.jpg,N/A,November 2014,"Comedy, Drama, Romance"
"Birds, The",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, Horror, Thriller, Romance"
Birthday Girl,http://www.imsdb.com/images/no-poster.gif,8,N/A,"Comedy, Drama, Romance, Crime"
"Black Dahlia, The","https://www.imsdb.com/posters/Black-Dahlia,-The.jpg",N/A,September 2006,"Crime, Drama, Mystery, Thriller"
Black Panther,https://www.imsdb.com/posters/Black-Panther.jpg,N/A,February 2018,"Action, Adventure, Sci-Fi"
Black Rain,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Crime, Drama"
Black Snake Moan,https://www.imsdb.com/posters/Black-Snake-Moan.jpg,5,March 2007,Drama
Black Swan,https://www.imsdb.com/posters/Black-Swan.jpg,N/A,December 2010,"Drama, Mystery, Thriller"
BlacKkKlansman,https://www.imsdb.com/posters/BlacKkKlansman.jpg,N/A,August 2018,"Crime, Drama"
Blade,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Horror, Sci-Fi"
Blade II,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Horror, Thriller"
Blade Runner,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Drama, Sci-Fi"
Blade: Trinity,http://www.imsdb.com/images/no-poster.gif,N/A,December 2004,"Action, Fantasy, Horror, Thriller"
"Blast from the Past, The",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Drama, Romance"
"Blind Side, The","https://www.imsdb.com/posters/Blind-Side,-The.jpg",5,November 2009,Drama
"Bling Ring, The","https://www.imsdb.com/posters/Bling-Ring,-The.jpg",N/A,June 2013,"Crime, Drama"
Blood and Wine,https://www.imsdb.com/posters/Blood-and-Wine.jpg,N/A,February 1997,"Thriller, Crime, Drama"
Blood Simple,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, Thriller"
Blow,https://www.imsdb.com/posters/Blow.jpg,N/A,April 2001,"Crime, Drama"
Blue Valentine,https://www.imsdb.com/posters/Blue-Valentine.jpg,N/A,December 2010,"Drama, Romance"
Blue Velvet,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Crime, Drama, Mystery, Thriller"
"Blues Brothers, The",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Crime"
"Bodies, Rest",http://www.imsdb.com,N/A,:,
Body Heat,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Crime, Thriller"
Body of Evidence,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Romance, Thriller"
Bodyguard,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, Romance, Thriller"
Bones,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Horror
Bonfire of the Vanities,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Drama"
Bonnie and Clyde,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Crime, Drama, Romance"
Boogie Nights,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Drama
"Book of Eli, The","https://www.imsdb.com/posters/Book-of-Eli,-The.jpg",6,January 2010,"Action, Adventure, Drama, Sci-Fi, Thriller, Western"
Boondock Saints 2: All Saints Day,https://www.imsdb.com/posters/Boondock-Saints-2-All-Saints-Day.jpg,N/A,November 2009,"Action, Crime, Drama, Thriller"
"Boondock Saints, The","https://www.imsdb.com/posters/Boondock-Saints,-The.jpg",N/A,January 2000,"Crime, Drama, Thriller"
Bottle Rocket,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Crime"
Bound,https://www.imsdb.com/posters/Bound.jpg,N/A,October 1996,"Crime, Drama, Thriller"
"Bounty Hunter, The","https://www.imsdb.com/posters/Bounty-Hunter,-The.jpg",6,March 2010,"Action, Comedy, Crime, Romance"
"Bourne Identity, The","https://www.imsdb.com/posters/Bourne-Identity,-The.jpg",N/A,June 2002,"Action, Thriller, Mystery, Drama, Adventure"
"Bourne Supremacy, The","https://www.imsdb.com/posters/Bourne-Supremacy,-The.jpg",N/A,July 2004,"Adventure, Mystery, Thriller, Action, Drama"
"Bourne Ultimatum, The","https://www.imsdb.com/posters/Bourne-Ultimatum,-The.jpg",8,August 2007,"Action, Adventure, Mystery, Thriller"
"Box, The","https://www.imsdb.com/posters/Box,-The.jpg",N/A,November 2009,"Drama, Mystery, Sci-Fi"
"Boxtrolls, The","https://www.imsdb.com/posters/Boxtrolls,-The.jpg",N/A,September 2014,"Animation, Adventure, Comedy"
Boyhood,https://www.imsdb.com/posters/Boyhood.jpg,N/A,August 2014,Drama
Braveheart,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, War, Action"
Brazil,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Fantasy, Sci-Fi"
Break,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Drama
Breakdown,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Thriller"
"Breakfast Club, The",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Drama"
Breaking Away,https://www.imsdb.com/posters/Breaking-Away.jpg,N/A,July 1979,"Comedy, Drama"
Brick,https://www.imsdb.com/posters/Brick.jpg,N/A,April 2006,"Drama, Mystery"
Bridesmaids,https://www.imsdb.com/posters/Bridesmaids.jpg,N/A,May 2011,Comedy
Bringing Out the Dead,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Drama
Broadcast News,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Drama, Romance"
Broken Arrow,https://www.imsdb.com/posters/Broken-Arrow.jpg,N/A,February 1996,"Action, Adventure, Thriller"
Broken Embraces,https://www.imsdb.com/posters/Broken-Embraces.jpg,N/A,October 2009,"Drama, Romance, Thriller"
"Brothers Bloom, The","https://www.imsdb.com/posters/Brothers-Bloom,-The.jpg",N/A,September 2008,"Adventure, Comedy, Crime, Drama, Romance"
Bruce Almighty,http://www.imsdb.com/images/no-poster.gif,5,N/A,"Comedy, Fantasy, Romance"
Buffy the Vampire Slayer,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Comedy, Horror"
Bull Durham,http://www.imsdb.com/images/no-poster.gif,N/A,June 1988,"Comedy, Drama, Romance"
Buried,https://www.imsdb.com/posters/Buried.jpg,8,September 2010,"Drama, Mystery, Thriller"
Burlesque,https://www.imsdb.com/posters/Burlesque.jpg,5,November 2010,"Drama, Musical, Romance"
Burn After Reading,https://www.imsdb.com/posters/Burn-After-Reading.jpg,N/A,September 2008,"Comedy, Crime"
Burning Annie,https://www.imsdb.com/posters/Burning-Annie.jpg,N/A,February 2007,"Comedy, Drama, Romance"
"Butterfly Effect, The",http://www.imsdb.com/images/no-poster.gif,N/A,January 2004,"Drama, Thriller, Fantasy"
Cable Guy,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Drama, Thriller"
Candle to Water,https://www.imsdb.com/posters/Candle-to-Water.jpg,N/A,November 2012,Drama
Capote,https://www.imsdb.com/posters/Capote.jpg,N/A,February 2006,"Crime, Drama"
Carrie,https://www.imsdb.com/posters/Carrie.jpg,N/A,November 1976,"Horror, Thriller"
Cars 2,https://www.imsdb.com/posters/Cars-2.jpg,N/A,June 2011,"Animation, Action, Adventure"
Casablanca,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, Romance"
Case 39,https://www.imsdb.com/posters/Case-39.jpg,N/A,October 2010,"Horror, Mystery, Thriller"
Casino,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Crime
Cast Away,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Adventure, Drama"
Catch Me If You Can,https://www.imsdb.com/posters/Catch-Me-If-You-Can.jpg,N/A,December 2002,"Crime, Drama"
Catwoman,http://www.imsdb.com/images/no-poster.gif,N/A,July 2004,"Action, Crime"
Cecil B. Demented,https://www.imsdb.com/posters/Cecil-B.-Demented.jpg,N/A,August 2000,"Comedy, Crime, Thriller"
Cedar Rapids,https://www.imsdb.com/posters/Cedar-Rapids.jpg,N/A,February 2011,Comedy
Celeste,http://www.imsdb.com,N/A,:,
"Cell, The",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Horror, Sci-Fi, Thriller"
Cellular,http://www.imsdb.com/images/no-poster.gif,N/A,September 2004,"Action, Crime, Drama, Mystery, Thriller"
"Change-Up, The","https://www.imsdb.com/posters/Change-Up,-The.jpg",N/A,August 2011,Comedy
Changeling,https://www.imsdb.com/posters/Changeling.jpg,8,October 2008,"Crime, Drama, Mystery"
Chaos,https://www.imsdb.com/posters/Chaos.jpg,N/A,December 2005,"Action, Crime, Drama, Thriller"
Charade,https://www.imsdb.com/posters/Charade.jpg,N/A,December 1963,"Comedy, Mystery, Romance, Thriller"
Charlie's Angels,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Comedy"
Chasing Amy,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Romance"
Chasing Sleep,https://www.imsdb.com/posters/Chasing-Sleep.jpg,N/A,September 2001,"Horror, Thriller"
Cherry Falls,https://www.imsdb.com/posters/Cherry-Falls.jpg,N/A,August 2000,"Horror, Thriller, Comedy, Mystery"
Chinatown,https://www.imsdb.com/posters/Chinatown.jpg,N/A,June 1974,"Crime, Mystery, Thriller"
Christ Complex,https://www.imsdb.com/posters/Christ-Complex.jpg,N/A,October 2012,"Comedy, Fantasy"
Chronicle,https://www.imsdb.com/posters/Chronicle.jpg,N/A,February 2012,"Drama, Sci-Fi, Thriller"
"Chronicles of Narnia: The Lion, the Witch and the Wardrobe","https://www.imsdb.com/posters/Chronicles-of-Narnia-The-Lion,-the-Witch-and-the-Wardrobe.jpg",N/A,December 2005,"Action, Adventure, Drama, Family, Fantasy"
"Cider House Rules, The","https://www.imsdb.com/posters/Cider-House-Rules,-The.jpg",N/A,December 1999,"Drama, Romance"
"Cincinnati Kid, The","https://www.imsdb.com/posters/Cincinnati-Kid,-The.jpg",N/A,October 1965,Drama
